Seagate 2TB BarraCuda ST2000DM008 (SATA3/7200/256M),Seagate,HDD (PC용),8.9cm (3.5형),2,SATA3(6Gb/s),7200,256,20.2,NA,2,무게 : 최대 490g,67600
Western Digital WD 1TB BLUE WD10EZEX (SATA3/7200/64M),Western,HDD (PC용),8.9cm (3.5형),1,SATA3(6Gb/s),7200,64,25.4,29/30,2,NA,46000
Seagate 1TB BarraCuda ST1000DM010 (SATA3/7200/64M),Seagate,HDD (PC용),8.9cm (3.5형),1,SATA3(6Gb/s),7200,64,20.2,22/23,2,무게: 최대 400g,48000
Western Digital WD 2TB BLUE WD20EZRZ (SATA3/5400/64M),Western,HDD (PC용),8.9cm (3.5형),2,SATA3(6Gb/s),5400,64,26.1,23/27,2,NA,61900
Western Digital WD 4TB Red WD40EFRX (SATA3/5400/64M),Western,HDD (NAS용),8.9cm (3.5형),4,SATA3(6Gb/s),5400,64,26.1,25/28,3,무게: 680g,149000
Seagate 4TB BarraCuda ST4000DM004 (SATA3/5400/256M),Seagate,HDD (PC용),8.9cm (3.5형),4,SATA3(6Gb/s),5400,256,20.2,22/24,2,다층 캐싱 기술(MTC Technology) / 무게: 최대 490g,114000
Toshiba 2TB P300 HDWD120 (SATA3/7200/64M),Toshiba,HDD (PC용),8.9cm (3.5형),2,SATA3(6Gb/s),7200,64,26.1,27/28,2,DSA / 충격 감지센서 / 램프로딩 기술,64000
Western Digital WD 4TB BLUE WD40EZRZ (SATA3/5400/64M),Western,HDD (PC용),8.9cm (3.5형),4,SATA3(6Gb/s),5400,64,26.1,25/28,2,NA,115400
Toshiba 3TB P300 HDWD130 (SATA3/7200/64M),Toshiba,HDD (PC용),8.9cm (3.5형),3,SATA3(6Gb/s),7200,64,26.1,27/28,2,DSA / 충격 감지센서 / 램프로딩 기술,95000
Toshiba 1TB P300 HDWD110 (SATA3/7200/64M),Toshiba,HDD (PC용),8.9cm (3.5형),1,SATA3(6Gb/s),7200,64,26.1,25/26,2,충격 감지센서 / 램프로딩 기술,51000
Seagate 2TB BarraCuda ST2000DM006 (SATA3/7200/64M),Seagate,HDD (PC용),8.9cm (3.5형),2,SATA3(6Gb/s),7200,64,NA,24/26,2,무게: 최대 626g,63700
Western Digital WD 1TB MOBILE BLUE WD10SPZX (SATA3/5400/128M/노트북용),Western,HDD (노트북용),6.4cm (2.5형),1,SATA3(6Gb/s),5400,128,7,19/21,2,NA,51700
Western Digital WD 2TB MOBILE BLUE WD20SPZX (SATA3/5400/128M/노트북용),Western,HDD (노트북용),6.4cm (2.5형),2,SATA3(6Gb/s),5400,128,7,23/24,2,NA,88000
Toshiba 4TB X300 HDWE140 (SATA3/7200/128M),Toshiba,HDD (PC용),8.9cm (3.5형),4,SATA3(6Gb/s),7200,128,26.1,31,2,DSA / 충격 감지센서 / 램프로딩 기술,133000
Seagate 4TB IronWolf ST4000VN008 (SATA3/5900/64M),Seagate,HDD (NAS용),8.9cm (3.5형),4,SATA3(6Gb/s),5900,64,26.1,23/25,3,무게: 최대 610g,154400
HGST 4TB Deskstar NAS HDN726040ALE614 패키지 (SATA3/7200/128M),HGST,HDD (NAS용),8.9cm (3.5형),4,SATA3(6Gb/s),7200,128,26.1,NA,3,RV센서 / DSA / S.M.A.R.T 지원 / ISE / SED / 100만 MTBF / TFC / RAID 지원,172900
Toshiba 4TB MC04ACA400 (SATA3/7200/128M),Toshiba,HDD (NAS용),8.9cm (3.5형),4,SATA3(6Gb/s),7200,128,26.1,NA,3,RV센서 / 저전력 / RAID지원 / NASServerCloud 시스템에 최적화/ 24BAY지원,154000
Seagate 1TB BarraCuda ST1000LM048 (SATA3/5400/128M/노트북용),Seagate,HDD (노트북용),6.4cm (2.5형),1,SATA3(6Gb/s),5400,128,7,20/22,2,NA,51300
Toshiba 1TB DT01ACA100 (SATA3/7200/64M),Toshiba,HDD (PC용),8.9cm (3.5형),1,SATA3(6Gb/s),7200,64,NA,25/26,2,무게: 450g,47310
Western Digital 4TB Ultrastar DC HC310 (SATA3/7200/256M),Western,HDD (기업용),8.9cm (3.5형),4,SATA3(6Gb/s),7200,256,26.1,29/36,5,RV센서 / DSA / S.M.A.R.T 지원 / ISE / SED / 24시간 연중무휴 작동설계 / MTBF: 2백만 시간,197900
Western Digital WD 4TB PURPLE WD40PURZ (SATA3/5400/64M),Western,HDD (CCTV용),8.9cm (3.5형),4,SATA3(6Gb/s),5400,64,26.1,25/26,3,최대 64대 카메라 지원 / 8베이 이상 / 무게: 680g,127000
HGST 8TB Deskstar NAS HDN728080ALE604 패키지 (SATA3/7200/128M),HGST,HDD (NAS용),8.9cm (3.5형),8,SATA3(6Gb/s),7200,128,26.1,NA,3,헬륨충전 / RV센서 / S.M.A.R.T 지원 / 100만 MTBF / TFC / RAID지원,320000
Seagate 8TB BarraCuda ST8000DM004 (SATA3/5400/256M),Seagate,HDD (PC용),8.9cm (3.5형),8,SATA3(6Gb/s),5400,256,26.11,23/25,2,다층캐싱(MTC) / 무게: 630g,269500
Toshiba 3TB DT01ACA300 (SATA3/7200/64M),Toshiba,HDD (PC용),8.9cm (3.5형),3,SATA3(6Gb/s),7200,64,26.1,27/28,2,680g,92000
Seagate 2TB BarraCuda ST2000LM015 (SATA3/5400/128M/노트북용),Seagate,HDD (노트북용),6.4cm (2.5형),2,SATA3(6Gb/s),5400,128,7,22/24,2,NA,89700
Western Digital WD 2TB PURPLE WD20PURZ (SATA3/5400/64M),Western,HDD (CCTV용),8.9cm (3.5형),2,SATA3(6Gb/s),5400,64,26.1,23/24,3,최대 64대 카메라 지원 / 최대 8베이 / 무게: 600g,69000
Seagate 14TB BarraCuda Pro ST14000DM001 (SATA3/7200/256M),Seagate,HDD (PC용),8.9cm (3.5형),14,SATA3(6Gb/s),7200,256,26.11,NA,5,헬륨충전 / 저전력 / 다층캐싱기술 / 워크로드 300TB / 무게: 최대 705g,790000
Western Digital 8TB Ultrastar DC HC320 (SATA3/7200/256M),Western,HDD (기업용),8.9cm (3.5형),8,SATA3(6Gb/s),7200,256,26.1,29/36,5,RV센서 / DSA / ISE / SED / 24시간 연중무휴 작동설계 / MTBF: 2백만 시간,350000
HGST 8TB Deskstar NAS HDN728080ALE604 패키지 (SATA3/7200/128M/4PACK),HGST,HDD (NAS용),8.9cm (3.5형),8,SATA3(6Gb/s),7200,128,26.1,NA,3,헬륨충전 / RV센서 / S.M.A.R.T 지원 / 100만 MTBF / TFC / RAID지원,1229000
Seagate 14TB IronWolf ST14000VN0008 (SATA3/7200/256M),Seagate,HDD (NAS용),8.9cm (3.5형),14,SATA3(6Gb/s),7200,256,26.11,18/26,3,헬륨충전 / RV센서 / 180TB/Y / MTBF: 100만시간 / IHM솔루션 / AgileArray 지원 / 최대 8베이 / 무게: 최대 705g,672000
Western Digital WD 6TB Red WD60EFRX (SATA3/5400/64M),Western,HDD (NAS용),8.9cm (3.5형),6,SATA3(6Gb/s),5400,64,26,25/28,3,무게: 750g / 1~8베이 NAS솔루션용 스토리지,258600
Western Digital WD 4TB BLACK WD4005FZBX (SATA3/7200/256M),Western,HDD (PC용),8.9cm (3.5형),4,SATA3(6Gb/s),7200,256,26.1,29/36,5,백업 마이그레이션 프로그램 제공 / 720g,240000
Seagate 14TB IronWolf Pro ST14000NE0008 (SATA3/7200/256M),Seagate,HDD (NAS용),8.9cm (3.5형),14,SATA3(6Gb/s),7200,256,26.11,18/26,5,헬륨충전 / RV센서 / 300TB/Y / MTBF: 120만시간 / IHM솔루션 / AgileArray 지원 / 최대 24베이 / 무게: 최대 705g,787690
Seagate 2TB FireCuda SSHD ST2000LX001 (SATA3/5400/128M/노트북용),Seagate,SSHD (노트북용),6.4cm (2.5형),2,SATA3(6Gb/s),5400,128,7,22/24,5,낸드: MLC(8GB),117520
Seagate 1TB BarraCuda Pro ST1000LM049 (SATA3/7200/128M/노트북용),Seagate,HDD (노트북용),6.4cm (2.5형),1,SATA3(6Gb/s),7200,128,7,22/24,5,저전력,75330
HGST 4TB Deskstar NAS HDN726040ALE614 패키지 (SATA3/7200/128M/2PACK),HGST,HDD (NAS용),8.9cm (3.5형),4,SATA3(6Gb/s),7200,128,26.1,NA,3,RV센서 / DSA / S.M.A.R.T 지원 / ISE / SED / 100만 MTBF / TFC / RAID 지원,355300
Seagate 3TB BarraCuda ST3000DM007 (SATA3/5400/256M),Seagate,HDD (PC용),8.9cm (3.5형),3,SATA3(6Gb/s),5400,256,20.2,22/24,2,다층캐싱(MTC) / 무게: 490g,93300
HGST 1TB Travelstar Z5K1 HTS541010B7E610 (SATA3/5400/128M/노트북용),HGST,HDD (노트북용),6.4cm (2.5형),1,SATA3(6Gb/s),5400,128,7,19/21,NA,NA,51000
HGST 10TB Deskstar NAS HDN721010ALE604 패키지 (SATA3/7200/256M),HGST,HDD (NAS용),8.9cm (3.5형),10,SATA3(6Gb/s),7200,256,26.1,NA,3,헬륨충전 / RV센서 / S.M.A.R.T 지원 / ISE / SED,425900
Western Digital WD 8TB Red WD80EFZX (SATA3/5400/128M),Western,HDD (NAS용),8.9cm (3.5형),8,SATA3(6Gb/s),5400,128,26,20/29,3,무게: 650g / 1~8베이 NAS솔루션용 스토리지,346200
Western Digital WD 3TB BLUE WD30EZRZ (SATA3/5400/64M),Western,HDD (PC용),8.9cm (3.5형),3,SATA3(6Gb/s),5400,64,26.1,23/27,2,NA,90200
Seagate 2TB IronWolf ST2000VN004 (SATA3/5900/64M),Seagate,HDD (NAS용),8.9cm (3.5형),2,SATA3(6Gb/s),5900,64,26.1,19/21,3,무게: 최대 535g,105400
Western Digital WD 2TB Red WD20EFRX (SATA3/5400/64M),Western,HDD (NAS용),8.9cm (3.5형),2,SATA3(6Gb/s),5400,64,26.1,23/24,3,무게: 600g,104300
Toshiba 4TB MG04ACA400 Enterprise (SATA3/7200/128M),Toshiba,HDD (기업용),8.9cm (3.5형),4,SATA3(6Gb/s),7200,128,26.1,31/34,5,RV센서 / DSA / MTTF: 140만시간 / RAID / 최대 60베이 / 550TB 워크로드 / 파워 손실 보호(PLP) / 기록방식: PMR(CMR),192000
Toshiba 1TB DT01ACA100 (SATA3/7200/32M),Toshiba,HDD (PC용),8.9cm (3.5형),1,SATA3(6Gb/s),7200,32,26.1,25/26,2,450g,47340
Seagate 8TB IronWolf ST8000VN0022 (SATA3/7200/256M),Seagate,HDD (NAS용),8.9cm (3.5형),8,SATA3(6Gb/s),7200,256,26.1,27/28,3,무게: 최대 780g,315800
Toshiba 8TB X300 HDWR180 (SATA3/7200/256M),Toshiba,HDD (PC용),8.9cm (3.5형),8,SATA3(6Gb/s),7200,256,26.1,33,2,DSA / 충격 감지센서 / 램프로딩 기술,303940
Toshiba 4TB MD04ACA400 (SATA3/7200/128M),Toshiba,HDD (PC용),8.9cm (3.5형),4,SATA3(6Gb/s),7200,128,26.1,31/34,2,NA,137400
Seagate 10TB IronWolf Pro ST10000NE0004 (SATA3/7200/256M),Seagate,HDD (NAS용),10TB,NA,SATA3(6Gb/s),7200,256,26,28/32,5,헬륨충전 / RV센서 / 저전력 / 무게: 최대 650g,526000
Western Digital WD 3TB PURPLE WD30PURZ (SATA3/5400/64M),Western,HDD (CCTV용),8.9cm (3.5형),3,SATA3(6Gb/s),5400,64,26.1,23/24,3,최대 64대 카메라 지원 / 최대 8베이 / 무게: 640g,101000
Seagate 80GB Momentus 5400.3 ST980815A (EIDE/5400/8M/노트북용),Seagate,HDD (노트북용),6.4cm (2.5형),0.08,NA,5400,NA,9.5,NA,NA,E-IDE / 8MB,69250
Western Digital WD 500GB WD5000AZLX (SATA3/7200/32M),Western,HDD (PC용),8.9cm (3.5형),0.5,SATA3(6Gb/s),7200,32,26.1,29/30,2,NA,47910
Seagate 4TB SkyHawk HDD ST4000VX007 (SATA3/5900/64M),Seagate,HDD (CCTV용),8.9cm (3.5형),4,SATA3(6Gb/s),5900,64,26.1,23/25,3,무게: 최대 635g,131500
Toshiba 2TB DT01ACA200 (SATA3/7200/64M),Toshiba,HDD (PC용),8.9cm (3.5형),2,SATA3(6Gb/s),7200,64,26.1,27/28,2,680g,67000
Western Digital WD 2TB BLACK WD2003FZEX (SATA3/7200/64M),Western,HDD (PC용),8.9cm (3.5형),2,SATA3(6Gb/s),7200,64,26.1,29/30,5,600g,153100
Seagate 500GB BarraCuda ST500LM030 (SATA3/5400/128M/노트북용),Seagate,HDD (노트북용),6.4cm (2.5형),0.5,SATA3(6Gb/s),5400,128,7,20/22,2,NA,44700
Western Digital WD 500GB MOBILE BLUE WD5000LPCX (SATA3/5400/16M/노트북용),Western,HDD (노트북용),6.4cm (2.5형),0.5,SATA3(6Gb/s),5400,16,7,17/22,NA,NA,46040
Western Digital WD 1TB Red WD10EFRX (SATA3/5400/64M),Western,HDD (NAS용),8.9cm (3.5형),1,SATA3(6Gb/s),5400,64,26,21/22,3,무게: 450g,75300
Seagate 10TB BarraCuda Pro ST10000DM0004 (SATA3/7200/256M),Seagate,HDD (PC용),8.9cm (3.5형),10,SATA3(6Gb/s),7200,256,NA,28/32,5,헬륨충전 / 무게: 최대 650g,490000
Seagate 10TB SkyHawk HDD ST10000VX0004 (SATA3/7200/256M),Seagate,HDD (CCTV용),8.9cm (3.5형),10,SATA3(6Gb/s),7200,256,26,28/32,3,헬륨충전 / 무게: 최대 650g,396420
Seagate 10TB IronWolf ST10000VN0004 (SATA3/7200/256M),Seagate,HDD (NAS용),10TB,NA,SATA3(6Gb/s),7200,256,26,28/32,3,헬륨충전 / RV센서 / 저전력 / 무게: 최대 650g,400000
Seagate 2TB IronWolf Pro ST2000NE0025 (SATA3/7200/128M),Seagate,HDD (NAS용),2TB,NA,SATA3(6Gb/s),7200,128,26,22/26,5,무게: 최대 780g,168000
Seagate 4TB BarraCuda Pro ST4000DM006 (SATA3/7200/128M),Seagate,HDD (PC용),8.9cm (3.5형),4,SATA3(6Gb/s),7200,128,26,28/32,5,무게: 최대 780g,227300
Seagate 6TB IronWolf ST6000VN0033 (SATA3/7200/256M),Seagate,HDD (NAS용),8.9cm (3.5형),6,SATA3(6Gb/s),7200,256,26.11,27/28,3,무게: 최대 780g,247000
HGST 4TB Deskstar NAS HDN726040ALE614 패키지 (SATA3/7200/128M/4PACK),HGST,HDD (NAS용),8.9cm (3.5형),4,SATA3(6Gb/s),7200,128,26.1,NA,3,RV센서 / DSA / S.M.A.R.T 지원 / ISE / SED / 100만 MTBF / TFC / RAID 지원,659200
Toshiba 500GB P300 DT01ACA050 (SATA3/7200/64M),Toshiba,HDD (PC용),8.9cm (3.5형),0.5,SATA3(6Gb/s),7200,64,26.1,25/26,2,충격 감지센서 / 램프로딩 기술,40500
Western Digital WD 500GB BLUE WD5000AAKX (SATA3/7200/16M),Western,HDD (PC용),8.9cm (3.5형),0.5,SATA3(6Gb/s),7200,16,25.4,29/30,NA,NA,40800
Western Digital WD 10TB Red Pro WD101KFBX (SATA3/7200/256M),Western,HDD (NAS용),8.9cm (3.5형),10,SATA3(6Gb/s),7200,256,26.1,20/29,5,저전력 / NASware3.0 / 650g,556000
Western Digital WD 8TB PURPLE WD80PURZ (SATA3/5400/128M),Western,HDD (CCTV용),8.9cm (3.5형),8,SATA3(6Gb/s),5400,128,26.1,20/29,3,저전력 / 무게: 650g,330000
Toshiba 1TB DT01ABA100V (SATA3/5700/64M),Toshiba,HDD (CCTV용),8.9cm (3.5형),1,SATA3(6Gb/s),5700,64,26,19/22,3,저전력 / 무게: 424g,48900
Western Digital WD 1TB Caviar Blue WD10EZEX (SATA3/7200/64M/리퍼비시),Western,HDD (PC용),8.9cm (3.5형),1,SATA3(6Gb/s),7200,64,NA,NA,NA,NA,41340
Toshiba 500GB DT01ACA050 (SATA3/7200/64M),Toshiba,HDD (PC용),8.9cm (3.5형),0.5,SATA3(6Gb/s),7200,64,NA,25/26,2,무게: 450g,42150
HGST 2TB Ultrastar 7K2 HUS722T2TALA604 (SATA3/7200/128M),HGST,HDD (기업용),8.9cm (3.5형),2,SATA3(6Gb/s),7200,128,26,NA,5,MTBF: 2000000시간 / 무게: 640g,150000
Seagate 500GB BarraCuda ST500DM009 (SATA3/7200/32M),Seagate,HDD (PC용),8.9cm (3.5형),0.5,SATA3(6Gb/s),7200,32,20,22/23,2,무게: 최대 400g,51000
Seagate 600GB Exos 10E2400 ST600MM0099 (SAS/10K/256M),Seagate,HDD (기업용),6.4cm (2.5형),0.6,SA-SCSI(12Gb/s),10000,256,15,NA,5,eMLC 16GB,234000
Seagate 14TB SkyHawk ST14000VX0008 (SATA3/7200/256M),Seagate,HDD (CCTV용),8.9cm (3.5형),14,SATA3(6Gb/s),7200,256,26.11,18/26,3,헬륨충전 / RV센서 / ImagePerfect 펌웨어 / ATA스트리밍 / 최대 16베이 64대 카메라 / 워크로드 480TB / MTBF: 100만시간 / 무게: 690g,709000
Seagate 12TB IronWolf ST12000VN0007 (SATA3/7200/256M),Seagate,HDD (NAS용),8.9cm (3.5형),12,SATA3(6Gb/s),7200,256,26.11,28/32,3,헬륨충전 / RV센서 / IHM솔루션 / AgileArray 지원 / 4K 최적화 / 최대 8베이 / 무게: 최대 705g,550000
Western Digital WD 1TB PURPLE WD10PURZ (SATA3/5400/64M),Western,HDD (CCTV용),8.9cm (3.5형),1,SATA3(6Gb/s),5400,64,26.1,21/22,3,최대 64대 카메라 지원 / 최대 8베이 / 무게: 450g,57470
HGST 1TB Travelstar 7K1000 HTS721010A9E630 (SATA3/7200/32M/노트북용),HGST,HDD (노트북용),6.4cm (2.5형),1,SATA3(6Gb/s),7200,32,9.5,25/27,NA,Advenced Format,70000
Western Digital WD 2TB PURPLE WD20PURX (SATA3/5400/64M),Western,HDD (CCTV용),8.9cm (3.5형),2,SATA3(6Gb/s),5400,64,26.1,NA,3,저전력 / 무게: 640g,67000
Western Digital WD 4TB Red Pro WD4002FFWX (SATA3/7200/128M),Western,HDD (NAS용),8.9cm (3.5형),4,SATA3(6Gb/s),7200,128,26,29/36,5,무게: 720g / 8~16베이 NAS솔루션용 스토리지,239000
Western Digital WD 3TB Red WD30EFRX (SATA3/5400/64M),Western,HDD (NAS용),8.9cm (3.5형),3,SATA3(6Gb/s),5400,64,26.1,23/24,3,무게: 640g,121200
Toshiba 6TB X300 HDWE160 (SATA3/7200/128M),Toshiba,HDD (PC용),8.9cm (3.5형),6,SATA3(6Gb/s),7200,128,26.1,34,2,DSA / 충격 감지센서 / 램프로딩 기술,223000
Western Digital WD 10TB Red WD100EFAX (SATA3/5400/256M),Western,HDD (NAS용),8.9cm (3.5형),10,SATA3(6Gb/s),5400,256,26.1,20/29,3,저전력 / NASware3.0 / 650g,451000
HGST 6TB Deskstar NAS HDN726060ALE614 패키지 (SATA3/7200/128M/2PACK),HGST,HDD (NAS용),6TB,NA,SATA3(6Gb/s),7200,128,26.1,NA,3,RV센서 / DSA / S.M.A.R.T 지원 / ISE / SED / 100만 MTBF / TFC / RAID 지원,468700
Seagate 12TB IronWolf Pro ST12000NE0007 (SATA3/7200/256M),Seagate,HDD (NAS용),8.9cm (3.5형),12,SATA3(6Gb/s),7200,256,26.11,28/32,5,헬륨충전 / RV센서 / IHM솔루션 / AgileArray 지원 / 4K 최적화 / 최대 16베이 / 무게: 최대 705g,649000
