Seagate 2TB BarraCuda ST2000DM008 (SATA3/7200/256M),Seagate,HDD (PC용),8.9cm (3.5형),2,SATA3(6Gb/s),7200,256,20.2,NA,2,무게 : 최대 490g,66600
Western Digital WD 1TB BLUE WD10EZEX (SATA3/7200/64M),Western,HDD (PC용),8.9cm (3.5형),1,SATA3(6Gb/s),7200,64,25.4,29/30,2,NA,45900
Seagate 1TB BarraCuda ST1000DM010 (SATA3/7200/64M),Seagate,HDD (PC용),8.9cm (3.5형),1,SATA3(6Gb/s),7200,64,20.2,22/23,2,무게: 최대 400g,48000
Western Digital WD 2TB BLUE WD20EZRZ (SATA3/5400/64M),Western,HDD (PC용),8.9cm (3.5형),2,SATA3(6Gb/s),5400,64,26.1,23/27,2,NA,61900
Western Digital WD 4TB Red WD40EFRX (SATA3/5400/64M),Western,HDD (NAS용),8.9cm (3.5형),4,SATA3(6Gb/s),5400,64,26.1,25/28,3,무게: 680g,149000
Toshiba 2TB P300 HDWD120 (SATA3/7200/64M),Toshiba,HDD (PC용),8.9cm (3.5형),2,SATA3(6Gb/s),7200,64,26.1,27/28,2,DSA / 충격 감지센서 / 램프로딩 기술,64000
Seagate 4TB BarraCuda ST4000DM004 (SATA3/5400/256M),Seagate,HDD (PC용),8.9cm (3.5형),4,SATA3(6Gb/s),5400,256,20.2,22/24,2,다층 캐싱 기술(MTC Technology) / 무게: 최대 490g,113700
Western Digital WD 4TB BLUE WD40EZRZ (SATA3/5400/64M),Western,HDD (PC용),8.9cm (3.5형),4,SATA3(6Gb/s),5400,64,26.1,25/28,2,NA,115400
Toshiba 1TB P300 HDWD110 (SATA3/7200/64M),Toshiba,HDD (PC용),8.9cm (3.5형),1,SATA3(6Gb/s),7200,64,26.1,25/26,2,충격 감지센서 / 램프로딩 기술,51000
Toshiba 3TB P300 HDWD130 (SATA3/7200/64M),Toshiba,HDD (PC용),8.9cm (3.5형),3,SATA3(6Gb/s),7200,64,26.1,27/28,2,DSA / 충격 감지센서 / 램프로딩 기술,95000
Western Digital WD 1TB MOBILE BLUE WD10SPZX (SATA3/5400/128M/노트북용),Western,HDD (노트북용),6.4cm (2.5형),1,SATA3(6Gb/s),5400,128,7,19/21,2,NA,51700
Toshiba 4TB X300 HDWE140 (SATA3/7200/128M),Toshiba,HDD (PC용),8.9cm (3.5형),4,SATA3(6Gb/s),7200,128,26.1,31,2,DSA / 충격 감지센서 / 램프로딩 기술,133000
Seagate 4TB IronWolf ST4000VN008 (SATA3/5900/64M),Seagate,HDD (NAS용),8.9cm (3.5형),4,SATA3(6Gb/s),5900,64,26.1,23/25,3,무게: 최대 610g,154400
Western Digital WD 2TB MOBILE BLUE WD20SPZX (SATA3/5400/128M/노트북용),Western,HDD (노트북용),6.4cm (2.5형),2,SATA3(6Gb/s),5400,128,7,23/24,2,NA,88000
Seagate 2TB BarraCuda ST2000DM006 (SATA3/7200/64M),Seagate,HDD (PC용),8.9cm (3.5형),2,SATA3(6Gb/s),7200,64,NA,24/26,2,무게: 최대 626g,63700
Western Digital 8TB Ultrastar DC HC320 (SATA3/7200/256M),Western,HDD (기업용),8.9cm (3.5형),8,SATA3(6Gb/s),7200,256,26.1,29/36,5,RV센서 / DSA / 24시간 연중무휴 작동설계 / MTBF: 2백만 시간,350000
Western Digital WD 4TB PURPLE WD40PURZ (SATA3/5400/64M),Western,HDD (CCTV용),8.9cm (3.5형),4,SATA3(6Gb/s),5400,64,26.1,25/26,3,최대 64대 카메라 지원 / 8베이 이상 / 무게: 680g,125000
Toshiba 1TB DT01ACA100 (SATA3/7200/64M),Toshiba,HDD (PC용),8.9cm (3.5형),1,SATA3(6Gb/s),7200,64,NA,25/26,2,무게: 450g,47310
Seagate 2TB BarraCuda ST2000LM015 (SATA3/5400/128M/노트북용),Seagate,HDD (노트북용),6.4cm (2.5형),2,SATA3(6Gb/s),5400,128,7,22/24,2,NA,89700
Western Digital 4TB Ultrastar DC HC310 (SATA3/7200/256M),Western,HDD (기업용),8.9cm (3.5형),4,SATA3(6Gb/s),7200,256,26.1,29/36,5,RV센서 / DSA / S.M.A.R.T 지원 / 24시간 연중무휴 작동설계 / MTBF: 2백만 시간,197900
